"placekey","safegraph_place_id","parent_placekey","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","category_tags"
zzw-223@5vg-7h3-4qf,sg:c3fffeedc8d14a24b45d24c652948a99,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.765877,-122.403438,350 Rhode Island St,San Francisco,CA,94103,US,+14158646383,"{ ""Mon"": [[""3:30"", ""19:00""]], ""Tue"": [[""3:30"", ""19:00""]], ""Wed"": [[""3:30"", ""19:00""]], ""Thu"": [[""3:30"", ""20:00""]], ""Fri"": [[""4:00"", ""19:00""]], ""Sat"": [[""4:00"", ""19:00""]], ""Sun"": [[""3:30"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzw-227@5vg-7gt-swk,sg:58068d11f41c487fa97290c229374009,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.791841,-122.392897,121 Spear St,San Francisco,CA,94105,US,+16282203250,"{ ""Mon"": [[""5:30"", ""18:30""]], ""Tue"": [[""5:30"", ""18:30""]], ""Wed"": [[""5:30"", ""18:30""]], ""Thu"": [[""5:30"", ""18:30""]], ""Fri"": [[""5:30"", ""18:30""]], ""Sat"": [[""7:00"", ""15:00""]], ""Sun"": [[""8:00"", ""13:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
zzw-22f@5vg-7gt-d7q,sg:4269d6fa7d544885b1ff01fbf08ad3ba,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.793359,-122.397014,1 California St,San Francisco,CA,94111,US,+14155938960,"{ ""Mon"": [[""5:00"", ""19:00""]], ""Tue"": [[""5:00"", ""19:00""]], ""Wed"": [[""5:00"", ""19:00""]], ""Thu"": [[""5:00"", ""19:00""]], ""Fri"": [[""5:00"", ""19:00""]], ""Sat"": [[""8:00"", ""15:00""]], ""Sun"": [] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
zzw-22d@5vg-7gv-5fz,sg:c670dca6bb5c41ad80df65e292d3013b,zzz-222@5vg-7gt-fcq,sg:4e718527635b4a7cb885bcb95077326b,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.787389,-122.403159,7 Third Street Third & Market,San Francisco,CA,94103,US,+14159799530,"{ ""Mon"": [[""5:00"", ""20:30""]], ""Tue"": [[""5:00"", ""20:30""]], ""Wed"": [[""5:00"", ""20:30""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""6:00"", ""21:00""]], ""Sat"": [[""6:00"", ""20:00""]], ""Sun"": [[""5:00"", ""20:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzw-224@5vg-7gs-4qf,sg:1966999e7d72417d9e9d08689700c7b2,,,Boba Guys,SG_BRAND_3cb8a9183076df2c,Boba Guys,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.783665,-122.432502,1522 Fillmore St,San Francisco,CA,94115,US,,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""12:00"", ""23:00""]], ""Sat"": [[""12:00"", ""23:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Bubble Tea Shop,Counter Service,Dessert,Snacks"
zzw-223@5vg-82p-4y9,sg:329f020890204b8ab8319f58c3d1291e,zzw-226@5vg-82p-4y9,sg:866e38737889461abe1e6212c91148e8,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.743594,-122.438943,5290 Diamond Heights Blvd,San Francisco,CA,94131,US,,"{ ""Mon"": [[""5:30"", ""19:00""]], ""Tue"": [[""5:30"", ""19:00""]], ""Wed"": [[""5:30"", ""19:00""]], ""Thu"": [[""5:30"", ""19:00""]], ""Fri"": [[""5:30"", ""19:00""]], ""Sat"": [[""5:30"", ""19:00""]], ""Sun"": [[""5:30"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
235-222@5vg-7gt-ffz,sg:e1fb81b256f3402eaa56ad454e591a00,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.788474,-122.403314,66 Kearny St,San Francisco,CA,94108,US,+14154211840,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
222-224@5vg-7h2-6c5,sg:b4c50dab64d64af99b472ed236441f3f,222-222@5vg-7h2-6hq,sg:8bf0ea0a586142eba5df38e76ca4f996,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.767104,-122.393809,1700 Owens St,San Francisco,CA,94158,US,+14152527423,"{ ""Mon"": [[""4:00"", ""18:30""]], ""Tue"": [[""4:00"", ""17:30""]], ""Wed"": [[""4:00"", ""17:30""]], ""Thu"": [[""4:00"", ""17:30""]], ""Fri"": [[""4:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
223-223@5vg-838-py9,sg:8763d9de3b6447ee83d836395bfb8d28,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.740389,-122.466699,54 West Portal Ave,San Francisco,CA,94127,US,+14157310375,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
zzw-222@5vg-7gb-ty9,sg:20c18de5b5a14247a4850050a8938ef9,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.741059,-122.387737,3801 3rd Street 112 Bayview Plaza,San Francisco,CA,94124,US,+14154710874,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
224-222@5vg-7gs-47q,sg:1fc761fef5c94e609756370c535d1122,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.788639,-122.434668,2435 California St,San Francisco,CA,94115,US,+14155673978,"{ ""Mon"": [[""5:30"", ""20:00""]], ""Tue"": [[""5:30"", ""20:00""]], ""Wed"": [[""5:30"", ""20:00""]], ""Thu"": [[""5:30"", ""20:00""]], ""Fri"": [[""6:00"", ""20:00""]], ""Sat"": [[""6:00"", ""20:00""]], ""Sun"": [[""5:30"", ""20:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
23g-222@5vg-7gw-wff,sg:729109771c224c60a0952c27aba63cff,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.789337,-122.406783,390 Stockton St,San Francisco,CA,94108,US,+14159891637,"{ ""Mon"": [[""4:30"", ""22:30""]], ""Tue"": [[""4:30"", ""22:30""]], ""Wed"": [[""4:30"", ""22:30""]], ""Thu"": [[""4:30"", ""22:30""]], ""Fri"": [[""4:30"", ""23:30""]], ""Sat"": [[""4:30"", ""23:30""]], ""Sun"": [[""4:30"", ""22:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
23k-222@5vg-7gt-dqf,sg:443ed845deee4469990f2e938a04dcd3,zzz-222@5vg-7gt-dqf,sg:1d4a23e1694a4ec0a9ee1982324f59cf,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.794598,-122.40264,425 Battery St,San Francisco,CA,94111,US,+14154459030,"{ ""Mon"": [[""5:00"", ""18:00""]], ""Tue"": [[""5:00"", ""18:00""]], ""Wed"": [[""5:00"", ""18:00""]], ""Thu"": [[""5:00"", ""18:00""]], ""Fri"": [[""5:00"", ""18:30""]], ""Sat"": [[""5:30"", ""18:00""]], ""Sun"": [[""5:00"", ""18:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
227-222@5vg-7gr-yd9,sg:e39bd41c7f6646f787b58205c220bec6,zzy-222@5vg-7gr-xbk,sg:802855f14cbf4c1ea9776a4ffc85039f,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.78623,-122.453194,3595 California St,San Francisco,CA,94118,US,+14153872249,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
225-223@5vg-7h2-pjv,sg:f3a029e94ddb49368d695e2aa16cd7d2,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.771258,-122.389287,1375 3rd St,San Francisco,CA,94158,US,+14155354083,"{ ""Mon"": [[""4:30"", ""18:00""]], ""Tue"": [[""4:30"", ""18:00""]], ""Wed"": [[""4:30"", ""18:00""]], ""Thu"": [[""4:30"", ""18:00""]], ""Fri"": [[""6:30"", ""15:00""]], ""Sat"": [[""6:00"", ""14:00""]], ""Sun"": [[""4:30"", ""18:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22c-222@5vg-7gw-8d9,sg:70222420a843412a9d365140962a39bd,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.80529,-122.415092,499 Bay St,San Francisco,CA,94133,US,+14154091847,"{ ""Mon"": [[""4:30"", ""20:30""]], ""Tue"": [[""4:30"", ""20:30""]], ""Wed"": [[""4:30"", ""20:30""]], ""Thu"": [[""4:30"", ""20:30""]], ""Fri"": [[""4:30"", ""21:00""]], ""Sat"": [[""4:30"", ""21:00""]], ""Sun"": [[""4:30"", ""21:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22h-222@5vg-7gv-5mk,sg:e469918303ca4ff9830638a655665cba,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.786224,-122.405691,780 Market St,San Francisco,CA,94102,US,+14156774493,"{ ""Mon"": [[""5:00"", ""20:30""]], ""Tue"": [[""5:00"", ""20:30""]], ""Wed"": [[""5:00"", ""20:30""]], ""Thu"": [[""5:00"", ""20:30""]], ""Fri"": [[""6:00"", ""20:30""]], ""Sat"": [[""6:00"", ""20:30""]], ""Sun"": [[""5:00"", ""20:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
232-222@5vg-7gs-swk,sg:52047401f5e24a0998ba27aee55bdc28,,,Boba Guys,SG_BRAND_3cb8a9183076df2c,Boba Guys,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.777458,-122.437888,836 Divisadero St,San Francisco,CA,94117,US,,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""12:00"", ""22:00""]], ""Sat"": [[""12:00"", ""22:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Bubble Tea Shop,Counter Service,Dessert,Snacks"
zzw-22g@5vg-834-x3q,sg:54036d68ee1b427abdaf3893b982f208,223-222@5vg-834-x3q,sg:3590837d0a844a89b01e5757ea7c5675,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.733576,-122.489671,1509 Sloat Blvd,San Francisco,CA,94132,US,+14152138791,"{ ""Mon"": [[""5:30"", ""20:00""]], ""Tue"": [[""5:30"", ""20:00""]], ""Wed"": [[""5:30"", ""20:00""]], ""Thu"": [[""5:30"", ""20:00""]], ""Fri"": [[""5:30"", ""21:00""]], ""Sat"": [[""5:30"", ""20:00""]], ""Sun"": [[""6:30"", ""20:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
zzw-22c@5vg-7gt-d7q,sg:8af260e2cdb0496dbe45327e278368d4,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.793794,-122.397115,52 California St,San Francisco,CA,94111,US,+14153988630,"{ ""Mon"": [[""4:00"", ""17:00""]], ""Tue"": [[""4:00"", ""17:00""]], ""Wed"": [[""4:00"", ""17:00""]], ""Thu"": [[""4:00"", ""17:00""]], ""Fri"": [[""4:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22z-222@5vg-7gv-4vz,sg:1179d47db9644721bc56f9b187899d1b,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.787749,-122.40111,74 New Montgomery St Ste 100,San Francisco,CA,94105,US,+14152840651,"{ ""Mon"": [[""5:00"", ""19:00""]], ""Tue"": [[""5:00"", ""19:00""]], ""Wed"": [[""5:00"", ""19:00""]], ""Thu"": [[""5:00"", ""18:00""]], ""Fri"": [[""5:30"", ""18:00""]], ""Sat"": [[""5:30"", ""18:00""]], ""Sun"": [[""5:00"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22z-222@5vg-7gt-dqf,sg:b84c546451f448c286471c2d9123593d,zzz-222@5vg-7gt-dqf,sg:1d4a23e1694a4ec0a9ee1982324f59cf,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.79464,-122.402729,565 Clay St,San Francisco,CA,94111,US,+14158340578,"{ ""Mon"": [[""3:30"", ""19:30""]], ""Tue"": [[""3:30"", ""19:30""]], ""Wed"": [[""3:30"", ""19:30""]], ""Thu"": [[""3:30"", ""19:30""]], ""Fri"": [[""6:00"", ""19:30""]], ""Sat"": [[""6:00"", ""19:30""]], ""Sun"": [[""3:30"", ""19:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
226-225@5vg-7gt-7h5,sg:d6e691ab874346459ed3af54d8f7b78b,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.788425,-122.395597,405 Howard St,San Francisco,CA,94105,US,+14155938920,"{ ""Mon"": [[""5:00"", ""19:00""]], ""Tue"": [[""5:00"", ""19:00""]], ""Wed"": [[""5:00"", ""19:00""]], ""Thu"": [[""5:00"", ""19:00""]], ""Fri"": [[""5:00"", ""19:00""]], ""Sat"": [[""8:00"", ""14:00""]], ""Sun"": [] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
22g-222@5vg-7gw-d5f,sg:af6fbc13e4ee4449a0802a9fd5ed0988,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.788573,-122.422253,1401 Van Ness Ave,San Francisco,CA,94109,US,+14154747095,"{ ""Mon"": [[""4:00"", ""20:30""]], ""Tue"": [[""4:00"", ""20:30""]], ""Wed"": [[""4:00"", ""20:30""]], ""Thu"": [[""4:00"", ""20:30""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""5:00"", ""20:30""]], ""Sun"": [[""4:30"", ""20:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22b-222@5vg-7mw-2rk,sg:13e339c34a3647da86d10b5205ca4c1f,24r-222@5vg-7mw-2rk,sg:09b8cb5b850638b1beb5489892380de6,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.804477,-122.433877,3735 Buchanan St,San Francisco,CA,94123,US,+14153462852,"{ ""Mon"": [[""5:00"", ""17:30""]], ""Tue"": [[""5:00"", ""17:30""]], ""Wed"": [[""5:00"", ""17:30""]], ""Thu"": [[""5:00"", ""18:30""]], ""Fri"": [[""5:00"", ""19:00""]], ""Sat"": [[""5:00"", ""18:30""]], ""Sun"": [[""5:00"", ""17:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22c-222@5vg-832-qmk,sg:29ec5d6c4e8f4aed8949a08b5e94300e,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.76424,-122.466043,744 Irving St,San Francisco,CA,94122,US,+14156648340,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
229-223@5vg-7gr-bhq,sg:fbae48db5dca4f9895db6ee5108d46f9,224-225@5vg-7gr-bhq,sg:177b8038358b4602b995a11aaed16310,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.770773,-122.407463,555 9th St Ste B5,San Francisco,CA,94103,US,+14155930430,"{ ""Mon"": [[""5:30"", ""20:00""]], ""Tue"": [[""5:30"", ""20:00""]], ""Wed"": [[""5:30"", ""20:00""]], ""Thu"": [[""5:30"", ""20:00""]], ""Fri"": [[""5:30"", ""21:00""]], ""Sat"": [[""7:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
224-223@5vg-7gr-f9f,sg:5cf6138fd25b450296fbdb9dc569aaf0,222-223@5vg-7gr-f9f,sg:4e95b652339a48ada54faf3f3827bafa,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.766506,-122.409096,2300 16th St Ste 240,San Francisco,CA,94103,US,+14155656713,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
zzw-225@5vg-7gr-9fz,sg:cbbc8cd2aae54b8cbf131c1b517ee9cd,zzw-228@5vg-7gr-9fz,sg:f30ee715dddc47bdb22987f6684bf826,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.766887,-122.409622,2300 16th St Unit 203,San Francisco,CA,94103,US,,"{ ""Mon"": [[""5:30"", ""19:00""]], ""Tue"": [[""5:30"", ""19:00""]], ""Wed"": [[""5:30"", ""19:00""]], ""Thu"": [[""5:30"", ""19:00""]], ""Fri"": [[""5:30"", ""19:00""]], ""Sat"": [[""5:30"", ""19:00""]], ""Sun"": [[""5:30"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzy-223@5vg-7gt-qs5,sg:e01b74c797af4911b26bb098db981f7d,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.79673,-122.394852,Pier 1 The Embarcadero,San Francisco,CA,94111,US,+14159563953,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:30""]], ""Fri"": [[""5:30"", ""22:00""]], ""Sat"": [[""5:30"", ""21:30""]], ""Sun"": [[""5:00"", ""21:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzw-223@5vg-7gw-8qf,sg:5b9c517aedaa46328af254fbe86ec9be,,,Krispy Kreme Doughnuts,SG_BRAND_c00d0bf3a8d7b6744a18e2554adf5921,Krispy Kreme Doughnuts,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.80776,-122.418499,353 Jefferson St,San Francisco,CA,94133,US,+14157751123,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""24:00""]], ""Sat"": [[""8:00"", ""24:00""]], ""Sun"": [[""8:00"", ""24:00""]] }","Counter Service,Lunch,Breakfast,Donut Shop,Coffee Shop,Dinner"
22y-222@5vg-7gt-swk,sg:83ab66460b324fa6940470fb6e0df0a5,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.791317,-122.392264,201 Spear St Ste 100,San Francisco,CA,94105,US,+14159745077,"{ ""Mon"": [[""4:00"", ""19:00""]], ""Tue"": [[""4:00"", ""19:00""]], ""Wed"": [[""4:00"", ""19:00""]], ""Thu"": [[""4:00"", ""19:00""]], ""Fri"": [[""4:00"", ""19:00""]], ""Sat"": [[""5:00"", ""16:30""]], ""Sun"": [[""5:30"", ""16:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22f-222@5vg-7gt-5xq,sg:0027f48e2573415d8e643b83210e7510,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.788195,-122.399275,595 Market St Ste 143,San Francisco,CA,94105,US,,"{ ""Mon"": [[""5:30"", ""19:00""]], ""Tue"": [[""5:30"", ""19:00""]], ""Wed"": [[""5:30"", ""19:00""]], ""Thu"": [[""5:30"", ""19:00""]], ""Fri"": [[""5:30"", ""19:00""]], ""Sat"": [], ""Sun"": [] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
zzw-223@5vg-7gt-649,sg:26ac43336232493e9a6522ae4ee051f8,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.789558,-122.397612,100 1st St,San Francisco,CA,94105,US,,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzw-228@5vg-7gs-4qf,sg:a0fd0dd6b68b49a5907bf7c704828d44,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.783417,-122.432924,1501 Fillmore Street The Fillmore Center,San Francisco,CA,94115,US,+14154417969,"{ ""Mon"": [[""5:00"", ""19:30""]], ""Tue"": [[""5:00"", ""19:30""]], ""Wed"": [[""5:00"", ""19:30""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""22:00""]], ""Sat"": [[""5:30"", ""19:30""]], ""Sun"": [[""5:00"", ""19:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22c-222@5vg-7gw-v4v,sg:c71af03706394a55a06746e424dc3218,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.787314,-122.410706,442 Geary St,San Francisco,CA,94102,US,+14159229086,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""5:00"", ""21:00""]], ""Sun"": [[""5:00"", ""20:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzy-22g@5vg-7gv-4gk,sg:aa92ac285fcf40f991ca46455db6f664,222-225@5vg-7gv-3qz,sg:ff30c152e29e420c800b91548997de61,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.784078,-122.407524,865 Market Street C 26a San Francisco Centre,San Francisco,CA,94103,US,+14153480940,"{ ""Mon"": [[""4:30"", ""21:00""]], ""Tue"": [[""4:30"", ""21:00""]], ""Wed"": [[""4:30"", ""21:00""]], ""Thu"": [[""4:30"", ""21:00""]], ""Fri"": [[""4:30"", ""21:00""]], ""Sat"": [[""6:00"", ""21:00""]], ""Sun"": [[""8:00"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
23n-222@5vg-7gz-49z,sg:615cc7fe477f4f23a7b7a9c13c52b9f9,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.761035,-122.43463,4094 18th St,San Francisco,CA,94114,US,+14156266263,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
23c-222@5vg-7gt-5xq,sg:f95b3c81546a4852886a88508eff4031,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.788235,-122.399329,595 Mission St,San Francisco,CA,94105,US,+14154954323,"{ ""Mon"": [[""5:00"", ""18:30""]], ""Tue"": [[""5:00"", ""18:30""]], ""Wed"": [[""5:00"", ""18:30""]], ""Thu"": [[""5:00"", ""18:30""]], ""Fri"": [[""5:00"", ""18:30""]], ""Sat"": [], ""Sun"": [] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
222-228@5vg-7gr-rx5,sg:70f1e2e4574c4972a520e2ebc3ed9526,222-222@5vg-7gr-rx5,sg:e70d7386bf6141e8b4029f553d247284,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.782076,-122.44708,2675 Geary Blvd,San Francisco,CA,94118,US,,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
242-223@5vg-7h2-bp9,sg:6ef8d58fa50a4b6ca0292e51bc68dcd0,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.771339,-122.405182,625 8th St,San Francisco,CA,94103,US,+14154292626,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
